cell_rank,priority_band,scientific_name,module_id,module_name,matrix_segment,pool_role,tested_negative_priority,current_state,required_search,completion_rule
1,1,Acris crepitans,A,generative_cognition,tier1_new50,data_rich_underrepresented_clade_calibration,very_high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
285,2,Nestor notabilis,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
286,2,Nestor notabilis,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
287,2,Nestor notabilis,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
288,2,Octopus vulgaris,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
289,2,Octopus vulgaris,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
290,2,Octopus vulgaris,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
291,2,Octopus vulgaris,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
292,2,Octopus vulgaris,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
293,2,Orcinus orca,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
294,2,Orcinus orca,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
295,2,Orcinus orca,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
296,2,Orcinus orca,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
297,2,Pan paniscus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
298,2,Pan paniscus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
299,2,Pan paniscus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
300,2,Pan troglodytes,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
301,2,Pan troglodytes,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
302,2,Physeter macrocephalus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
303,2,Physeter macrocephalus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
304,2,Physeter macrocephalus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
305,2,Physeter macrocephalus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
306,2,Pongo abelii,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
307,2,Pongo abelii,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
308,2,Pongo abelii,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
309,2,Pongo abelii,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
310,2,Pongo abelii,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
311,2,Pongo abelii,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
312,2,Pongo pygmaeus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
313,2,Pongo pygmaeus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
314,2,Pongo pygmaeus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
315,2,Pongo pygmaeus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
316,2,Pongo pygmaeus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
317,2,Psittacus erithacus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
318,2,Psittacus erithacus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
319,2,Psittacus erithacus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
320,2,Psittacus erithacus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
321,2,Sapajus libidinosus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
322,2,Sapajus libidinosus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
323,2,Sapajus libidinosus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
324,2,Sapajus libidinosus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
325,2,Sapajus libidinosus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
326,2,Sapajus libidinosus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
327,2,Suricata suricatta,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
328,2,Suricata suricatta,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
329,2,Suricata suricatta,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
330,2,Suricata suricatta,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
331,2,Suricata suricatta,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
332,2,Tursiops aduncus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
333,2,Tursiops aduncus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
334,2,Tursiops aduncus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
335,2,Tursiops aduncus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
336,2,Tursiops aduncus,F,social_architecture,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
337,2,Tursiops truncatus,A,generative_cognition,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
338,2,Tursiops truncatus,B,social_transmission,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
339,2,Tursiops truncatus,C,communication,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
340,2,Tursiops truncatus,D,manipulation_embodiment,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
341,2,Tursiops truncatus,E,externalization,current29,retained_pilot7_backfill,high,not_tested,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
342,3,Poecilia reticulata,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
343,3,Poecilia reticulata,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
344,3,Poecilia reticulata,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
345,3,Poecilia reticulata,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
346,3,Poecilia reticulata,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
347,3,Dendrobates pumilio,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
348,3,Dendrobates pumilio,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
349,3,Dendrobates pumilio,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
350,3,Dendrobates pumilio,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
351,3,Dendrobates pumilio,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
352,3,Balaenoptera musculus,A,generative_cognition,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
353,3,Balaenoptera musculus,B,social_transmission,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
354,3,Balaenoptera musculus,C,communication,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
355,3,Balaenoptera musculus,D,manipulation_embodiment,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
356,3,Balaenoptera musculus,E,externalization,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
357,3,Balaenoptera musculus,F,social_architecture,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
358,3,Desmodus rotundus,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
359,3,Desmodus rotundus,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
360,3,Desmodus rotundus,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
361,3,Desmodus rotundus,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
362,3,Desmodus rotundus,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
363,3,Gasterosteus aculeatus,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
364,3,Gasterosteus aculeatus,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
365,3,Gasterosteus aculeatus,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
366,3,Gasterosteus aculeatus,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
367,3,Gasterosteus aculeatus,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
368,3,Bison bison,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
369,3,Bison bison,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
370,3,Bison bison,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
371,3,Bison bison,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
372,3,Bison bison,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
373,3,Sarcophilus harrisii,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
374,3,Sarcophilus harrisii,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
375,3,Sarcophilus harrisii,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
376,3,Sarcophilus harrisii,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
377,3,Sarcophilus harrisii,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
378,3,Otospermophilus beecheyi,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
379,3,Otospermophilus beecheyi,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
380,3,Otospermophilus beecheyi,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
381,3,Otospermophilus beecheyi,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
382,3,Otospermophilus beecheyi,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
383,3,Eschrichtius robustus,A,generative_cognition,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
384,3,Eschrichtius robustus,B,social_transmission,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
385,3,Eschrichtius robustus,C,communication,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
386,3,Eschrichtius robustus,D,manipulation_embodiment,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
387,3,Eschrichtius robustus,E,externalization,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
388,3,Eschrichtius robustus,F,social_architecture,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
389,3,Eubalaena australis,A,generative_cognition,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
390,3,Eubalaena australis,B,social_transmission,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
391,3,Eubalaena australis,C,communication,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
392,3,Eubalaena australis,D,manipulation_embodiment,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
393,3,Eubalaena australis,E,externalization,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
394,3,Eubalaena australis,F,social_architecture,tier1_new50,acdb_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
395,3,Crocuta crocuta,A,generative_cognition,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
396,3,Crocuta crocuta,B,social_transmission,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
397,3,Crocuta crocuta,C,communication,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
398,3,Crocuta crocuta,D,manipulation_embodiment,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
399,3,Crocuta crocuta,E,externalization,tier1_new50,asnr_source_candidate,high,not_systematically_coded,positive + explicit tested-negative + not-tested documentation,exact-species evidence state + context + source provenance; silence is missingness
