provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,rejection_reasons
openalex,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,50,https://openalex.org/W2596136491,10.1093/reep/rez009,Cooperation in the Climate Commons,2019,article,Climate Change Policy and Economics,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,2,10.1515/9780228015420-002,10.1515/9780228015420-002,The Boomerang Effect of Decolonization,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,3,10.31234/osf.io/ae756,10.31234/osf.io/ae756,"Backfiring, reactance, boomerang, spillovers, and rebound effects: Can we learn anything from examples where nudges do the opposite of what they intended?",2020,posted-content,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,4,10.2307/j.ctv37mk2cn.4,10.2307/j.ctv37mk2cn.4,INTRODUCTION:,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,5,10.4324/9781315149806-1,10.4324/9781315149806-1,The boomerang effect,2018,book-chapter,"Water, Climate Change and the Boomerang Effect",missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,6,10.70675/198c616fz06b3z45baza472z44b7a6a54dc6,10.70675/198c616fz06b3z45baza472z44b7a6a54dc6,Quantum boomerang effect in disordered ultra-cold atomic gases,,dissertation,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,7,10.1109/mercon60487.2023.10355393,10.1109/mercon60487.2023.10355393,Flight Dynamics of A ‘V’ Shape Boomerang: Effect of Wind on Boomerang Trajectory,2023,proceedings-article,2023 Moratuwa Engineering Research Conference (MERCon),missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,8,10.1332/policypress/9781447338956.003.0003,10.1332/policypress/9781447338956.003.0003,‘Boomerang effect’: the bottleneck of public policy analysis in Turkey,2018,book-chapter,Policy Analysis in Turkey,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,9,10.1351/goldbook.14507,10.1351/goldbook.14507,boomerang effect,2025,book-section,The IUPAC Compendium of Chemical Terminology,type_not_allowed:book-section;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,10,10.54377/b4c4-310f,10.54377/b4c4-310f,Hot cities and the boomerang effect,2023,report,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,11,10.2139/ssrn.5373774,10.2139/ssrn.5373774,The Boomerang Tariffs Effect on the U.S. Economy,2025,posted-content,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,12,10.1037/e505902008-001,10.1037/e505902008-001,Boomerang Effect: Competitive Processing and Construct Activation,2008,dataset,PsycEXTRA Dataset,type_not_allowed:dataset;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,14,10.1093/gmo/9781561592630.article.l2275281,10.1093/gmo/9781561592630.article.l2275281,Boomerang clapsticks,2015,reference-book,Oxford Music Online,type_not_allowed:reference-book;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,15,10.1515/9780228015420-004,10.1515/9780228015420-004,Boomerang Epistemologies,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,16,10.1515/9780228015420-001,10.1515/9780228015420-001,Acknowledgments,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,17,10.1515/9780228015420-010,10.1515/9780228015420-010,Contributors,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,18,10.2224/sbp.1996.24.3.215,10.2224/sbp.1996.24.3.215,A RELIGIOUS FEMALE WHO ENGAGES IN CASUAL SEX: EVIDENCE OF A BOOMERANG EFFECT,1996,journal-article,Social Behavior and Personality: an international journal,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,19,10.1021/acsnano.8b09161.s001,10.1021/acsnano.8b09161.s001,The Opposite Anisotropic Piezoresistive Effect of ReS2,,component,,type_not_allowed:component;missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,20,10.1038/scientificamerican0700-14,10.1038/scientificamerican0700-14,Boomerang Effect,2000,journal-article,Scientific American,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,21,10.1515/9780228015420,10.1515/9780228015420,The Boomerang Effect of Decolonization,2023,edited-book,,type_not_allowed:edited-book;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,22,10.1515/9780228015420-fm,10.1515/9780228015420-fm,Front Matter,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,23,10.2307/j.ctv37mk2cn.6,10.2307/j.ctv37mk2cn.6,Boomerang Epistemologies:,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,24,10.1515/9780228015420-011,10.1515/9780228015420-011,Index,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,25,10.4324/9781315149806,10.4324/9781315149806,"Water, Climate Change and the Boomerang Effect",2018,monograph,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,26,10.1515/9780228015420-toc,10.1515/9780228015420-toc,Contents,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,28,10.4324/9780203808856-19,10.4324/9780203808856-19,The Boomerang Effect of Spanking,2013,book-chapter,The Primordial Violence,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,29,10.1057/9781137324054.0021,10.1057/9781137324054.0021,The Resilience and Boomerang Effect of Chocolate,,book-chapter,"Global Goods and the Spanish Empire, 1492-1824",missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,30,10.22874/kaba.2021.8.3.1,10.22874/kaba.2021.8.3.1,Effect of a Precursor-Based Intervention with Multiple-Schedules on Self-Injurious Behavior: A Case Study,2021,journal-article,Korean Association for Behavior Analysis,missing_anchor_group:boomerang|backfire
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,31,10.5840/arendtstudies20245658,10.5840/arendtstudies20245658,What Returns? Comprehending the “Boomerang Effect”,2024,journal-article,Arendt Studies,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,32,10.2307/j.ctv37mk2cn.3,10.2307/j.ctv37mk2cn.3,Acknowledgments,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,33,10.2139/ssrn.273012,10.2139/ssrn.273012,"A Dynamic Analysis of Licensing: The ""Boomerang"" Effect and Grant-Back Clauses",2001,posted-content,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,34,10.5040/9781978747470.0018,10.5040/9781978747470.0018,Boomerang Effect,2025,other,Hopeful Political Imagination,type_not_allowed:other;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,35,10.17315/kjhp.2016.21.4.004,10.17315/kjhp.2016.21.4.004,The Effect of Opposite Sex Stimuli on Chasing Behavior in Gambling Game,2016,journal-article,Korean Journal of Health Psychology,missing_anchor_group:boomerang|backfire
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,36,10.2307/j.ctv37mk2cn.13,10.2307/j.ctv37mk2cn.13,Index,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,37,10.2307/j.ctv37mk2cn.1,10.2307/j.ctv37mk2cn.1,Front Matter,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,38,10.2307/j.ctv37mk2cn,10.2307/j.ctv37mk2cn,The Boomerang Effect of Decolonization,2023,monograph,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,39,10.2307/j.ctv37mk2cn.12,10.2307/j.ctv37mk2cn.12,Contributors,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,40,10.2307/jj.17634939.5,10.2307/jj.17634939.5,The Boomerang Effect,2009,book-chapter,Medium is the Maker,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,41,10.1542/peds.88.5.1078a,10.1542/peds.88.5.1078a,Boomerang Effect of Drug Education Programs,1991,journal-article,Pediatrics,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,42,10.1016/0091-3057(90)90229-b,10.1016/0091-3057(90)90229-b,Paeker and Radow test of drug withdrawal aversion: Opposite effect in rats chronically infused with sufentanil or amphetamine,1990,journal-article,Pharmacology Biochemistry and Behavior,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,43,10.1007/bf02928704,10.1007/bf02928704,Compensation — Formula with boomerang effect,1977,journal-article,Intereconomics,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,44,10.2307/j.ctv37mk2cn.2,10.2307/j.ctv37mk2cn.2,Table of Contents,2023,book-chapter,The Boomerang Effect of Decolonization,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,45,10.32469/10355/70156,10.32469/10355/70156,Effect of class wide function-based intervention teams (CW-FIT) and the good behavior game (GBG) intervention with children in a classroom,,dissertation,,missing_anchor_group:boomerang|backfire
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,46,10.2139/ssrn.6184981,10.2139/ssrn.6184981,Fund Managers' Gender Bias: The Boomerang Effect They Didn't See Coming,2026,posted-content,,missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,47,10.1037/e520462009-001,10.1037/e520462009-001,"The ""boomerang effect"" in persuasive communication: A lamentable failure to produce",1970,dataset,PsycEXTRA Dataset,type_not_allowed:dataset;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,48,10.46692/9781447338963.004,10.46692/9781447338963.004,‘Boomerang effect’: the bottleneck of public policy analysis in Turkey,2018,other,Policy Analysis in Turkey,type_not_allowed:other;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,49,10.1007/bf01067432,10.1007/bf01067432,Sensation seeking in opposite-sex twins: An effect of prenatal hormones?,1993,journal-article,Behavior Genetics,missing_anchor_group:boomerang|backfire;missing_anchor_group:intervention|message|norm|behavior
crossref,backfire_iatrogenic,1,boomerang effect intervention opposite behavior,50,10.4324/9781315099491-12,10.4324/9781315099491-12,Global warming as an ontological boomerang effect,2017,book-chapter,African Philosophy and Environmental Conservation,missing_anchor_group:intervention|message|norm|behavior
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,1,https://openalex.org/W2091790221,10.1007/s12671-013-0260-4,Mindfulness Interventions with Youth: A Meta-Analysis,2014,review,Mindfulness and Compassion Interventions,type_not_allowed:review;missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,2,https://openalex.org/W2074998508,10.1037/a0015643,Negative effects from psychological treatments: A perspective.,2010,article,Psychotherapy Techniques and Applications,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,4,https://openalex.org/W2805331168,10.1001/jamaneurol.2018.1264,Current Concepts in Diagnosis and Treatment of Functional Neurological Disorders,2018,article,Psychosomatic Disorders and Their Treatments,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,5,https://openalex.org/W2415050857,10.1002/14651858.cd012189,Psychosocial interventions for self-harm in adults,2016,article,Suicide and Self-Harm Studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,7,https://openalex.org/W2037294869,10.1378/chest.10-0466,Reducing Iatrogenic Risks,2010,article,Intensive Care Unit Cognitive Disorders,missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,8,https://openalex.org/W2465454303,10.1111/bcp.12975,The feasibility and effect of deprescribing in older adults on mortality and health: a systematic review and meta‐analysis,2016,review,Pharmaceutical Practices and Patient Outcomes,type_not_allowed:review;missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,9,https://openalex.org/W2883850069,10.1159/000490574,Methodological Recommendations for Trials of Psychological Interventions,2018,article,Mental Health Research Topics,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,10,https://openalex.org/W4253966971,10.1002/14651858.cd012955.pub2,Psychological therapies for people with borderline personality disorder,2020,article,Personality Disorders and Psychopathology,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,12,https://openalex.org/W1991550933,10.1016/j.jaac.2014.07.003,Dialectical Behavior Therapy for Adolescents With Repeated Suicidal and Self-harming Behavior: A Randomized Trial,2014,article,Personality Disorders and Psychopathology,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,13,https://openalex.org/W2149770183,10.1136/jech-2014-204671,‘Dark logic’: theorising the harmful consequences of public health interventions,2014,article,Eating Disorders and Behaviors,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,14,https://openalex.org/W2958795513,10.1136/bmj.l4185,"Prevalence, severity, and nature of preventable patient harm across medical care settings: systematic review and meta-analysis",2019,review,Patient Safety and Medication Errors,type_not_allowed:review;missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,15,https://openalex.org/W1596985037,10.1111/j.1365-2125.2012.04418.x,Benzodiazepine harm: how can it be reduced?,2012,article,Sleep and Wakefulness Research,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,16,https://openalex.org/W2789137369,10.1016/s2215-0366(17)30513-8,The Lancet Psychiatry Commission on psychological treatments research in tomorrow's science,2018,article,Mental Health Research Topics,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,18,https://openalex.org/W4211012507,10.1002/14651858.cd013668.pub2,Psychosocial interventions for self-harm in adults,2021,article,Suicide and Self-Harm Studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,19,https://openalex.org/W2142901177,10.1002/14651858.cd008165.pub3,Interventions to improve the appropriate use of polypharmacy for older people,2014,article,Pharmaceutical Practices and Patient Outcomes,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,21,https://openalex.org/W2946703117,10.1159/000500151,Iatrogenic Factors in Psychopathology,2019,article,Treatment of Major Depression,missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,22,https://openalex.org/W2896921551,10.1093/cybsec/tyy006,A taxonomy of cyber-harms: Defining the impacts of cyber-attacks and understanding how they propagate,2018,article,Information and Cyber Security,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,23,https://openalex.org/W1590650015,10.1002/j.2051-5545.2008.tb00182.x,"Early intervention in psychosis: concepts, evidence and future directions",2008,article,Schizophrenia research and treatment,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,25,https://openalex.org/W3062789503,10.1371/journal.pmed.1003262,Psychological and pharmacological interventions for posttraumatic stress disorder and comorbid mental health problems following complex traumatic events: Systematic review and component network meta-analysis,2020,review,Posttraumatic Stress Disorder Research,type_not_allowed:review;missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,26,https://openalex.org/W2122853676,10.1136/jech-2013-203118,Adverse effects of public health interventions: a conceptual framework,2013,article,Public Health Policies and Education,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,27,https://openalex.org/W2153054970,10.1001/jamainternmed.2015.0324,Reducing Inappropriate Polypharmacy,2015,article,Pharmaceutical Practices and Patient Outcomes,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,28,https://openalex.org/W1507511213,10.4161/dish.26006,Psychological First Aid,2013,article,Disaster Response and Management,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,31,https://openalex.org/W3133596586,10.1016/j.jclinepi.2021.03.002,"Adverse event recording failed to reflect potential harms: a review of trial protocols of behavioral, lifestyle and psychological therapy interventions",2021,article,Behavioral and Psychological Studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,32,https://openalex.org/W1999096098,10.2147/cia.s10252,"Iatrogenic disease in the elderly: risk factors, consequences, and prevention",2011,article,"Cardiac, Anesthesia and Surgical Outcomes",missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,33,https://openalex.org/W2107036532,10.1186/1745-6215-15-335,The recording of adverse events from psychological treatments in clinical trials: evidence from a review of NIHR-funded trials,2014,article,Personality Disorders and Psychopathology,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,34,https://openalex.org/W4235889712,10.1002/j.2051-5545.2010.tb00255.x,Mentalization based treatment for borderline personality disorder,2010,article,Personality Disorders and Psychopathology,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,35,https://openalex.org/W4294732694,10.1080/26895269.2022.2100644,"Standards of Care for the Health of Transgender and Gender Diverse People, Version 8",2022,article,"LGBTQ Health, Identity, and Policy",missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,36,https://openalex.org/W4281560933,10.1136/bmjgh-2022-008684,"The unintended consequences of COVID-19 vaccine policy: why mandates, passports and restrictions may cause more harm than good",2022,article,Vaccine Coverage and Hesitancy,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,37,https://openalex.org/W2761197918,10.1177/1745691617709589,Mind the Hype: A Critical Evaluation and Prescriptive Agenda for Research on Mindfulness and Meditation,2017,article,Mindfulness and Compassion Interventions,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,39,https://openalex.org/W2906657480,10.3389/fpsyt.2018.00770,A Review of Personality-Targeted Interventions for Prevention of Substance Misuse and Related Harm in Community Samples of Adolescents,2019,article,Substance Abuse Treatment and Outcomes,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,40,https://openalex.org/W1968550345,10.1097/psy.0b013e318164f911,Childhood Obesity Prevention Programs: How Do They Affect Eating Pathology and Other Psychological Measures?,2008,article,"Obesity, Physical Activity, Diet",missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,41,https://openalex.org/W4239408478,10.2337/dc07-s048,Nutrition Recommendations and Interventions for Diabetes,2006,article,Diet and metabolism studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,42,https://openalex.org/W2164835319,10.1192/bjp.bp.107.048934,Early intervention for adolescents with borderline personality disorder using cognitive analytic therapy: randomised controlled trial,2008,article,Personality Disorders and Psychopathology,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,43,https://openalex.org/W3092017612,10.1111/anae.15262,An international multidisciplinary consensus statement on the prevention of opioid‐related harm in adult surgical patients,2020,article,Opioid Use Disorder Treatment,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,44,https://openalex.org/W2909465603,10.1002/ejp.1358,"The effectiveness of self‐management interventions in adults with chronic orofacial pain: A systematic review, meta‐analysis and meta‐regression",2019,review,Temporomandibular Joint Disorders,type_not_allowed:review;missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,45,https://openalex.org/W2164471608,10.1016/j.jcf.2004.03.008,Early intervention and prevention of lung disease in cystic fibrosis: a European consensus,2004,article,Cystic Fibrosis Research Advances,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,46,https://openalex.org/W4403259996,10.1016/s0140-6736(24)01121-8,The Lancet Commission on self-harm,2024,article,Suicide and Self-Harm Studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,47,https://openalex.org/W2014554878,10.2337/db08-1084,The Barrier of Hypoglycemia in Diabetes,2008,article,Diabetes Management and Research,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,48,https://openalex.org/W3139397908,10.3389/fpsyg.2021.645246,Psychedelic Harm Reduction and Integration: A Transtheoretical Model for Clinical Practice,2021,article,Psychedelics and Drug Studies,missing_anchor_group:iatrogenic
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,49,https://openalex.org/W2519393586,10.1016/s0140-6736(16)31472-6,"Beyond too little, too late and too much, too soon: a pathway towards evidence-based, respectful maternity care worldwide",2016,article,Global Maternal and Child Health,missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
openalex,backfire_iatrogenic,2,iatrogenic psychological intervention harm,50,https://openalex.org/W4220739494,10.3389/fpsyt.2022.831359,Psychological and Psychopharmacological Interventions in Psychocardiology,2022,article,Cardiac Health and Mental Health,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,2,10.1186/isrctn81846131,10.1186/isrctn81846131,Supporting adolescents with self-harm: a brief psychological intervention to reduce self-harm in adolescence,2022,dataset,http://isrctn.com/,type_not_allowed:dataset;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,5,10.1186/isrctn16003313,10.1186/isrctn16003313,A brief psychological intervention for self-harm in Emergency Departments,2020,dataset,http://isrctn.com/,type_not_allowed:dataset;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,6,10.1017/cbo9780511527029.002,10.1017/cbo9780511527029.002,Divided loyalties: harm to the profession vs. harm to the patient,1998,book-chapter,Medical Harm,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,7,10.1001/jama.280.11.1025-jbk0916-6-1,10.1001/jama.280.11.1025-jbk0916-6-1,Medical Harm,1998,journal-article,JAMA,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,8,10.1002/9780470774502.ch10,10.1002/9780470774502.ch10,"Talking Harm, Whispering Death ‐ An Exploration of Iatrogenic Harm in Palliative Care",2003,other,Limiting Harm in Health Care: A Nursing Perspective,type_not_allowed:other
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,9,10.1017/cbo9780511527029.013,10.1017/cbo9780511527029.013,Appendix,1998,other,Medical Harm,type_not_allowed:other;missing_anchor_group:iatrogenic;missing_anchor_group:treatment|therapy|intervention|harm
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,10,10.1007/978-3-031-56407-9_2,10.1007/978-3-031-56407-9_2,The ATMAN Brief Psychological Intervention,2024,book-chapter,Managing Self-Harm Using Psychological Treatment ATMAN,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,11,10.1017/gmh.2025.26.pr2,10.1017/gmh.2025.26.pr2,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR2,2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,12,10.1017/gmh.2025.26.pr9,10.1017/gmh.2025.26.pr9,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R1/PR9,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,13,10.3724/sp.j.1042.2026.1876,10.3724/sp.j.1042.2026.1876,From self-serving to harm-seeking: Evolutionary pathways from negative to malevolent creativity and intervention,2026,journal-article,Advances in Psychological Science,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,14,10.1017/gmh.2025.26.pr13,10.1017/gmh.2025.26.pr13,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R2/PR13,2025,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,15,10.1007/978-3-031-56407-9_4,10.1007/978-3-031-56407-9_4,Understanding Self-Harm and Starting the ATMAN Brief Intervention,2024,book-chapter,Managing Self-Harm Using Psychological Treatment ATMAN,missing_anchor_group:iatrogenic
crossref,backfire_iatrogenic,2,iatrogenic psychological intervention harm,17,10.1017/gmh.2025.26.pr4,10.1017/gmh.2025.26.pr4,Review: Effectiveness of ATMAN psychological intervention in reducing self-harm in young people in India: a mixed method case series — R0/PR4,2024,peer-review,,type_not_allowed:peer-review;missing_anchor_group:iatrogenic
